"x","yWide"
0.4122730481904,2.51553175224114
0.119692943524569,1.31245378660374
0.352493098704144,2.13769303272097
0.595032716868445,3.54964156115686
0.561547748045996,3.65952151733935
0.0952119152061641,1.25072473368714
0.0651429153513163,1.15842566246876
0.450150015996769,2.21517001957249
0.322596341837198,2.03662890405227
0.925394630292431,4.65114827268733
0.354594758711755,1.70410381955025
0.315975717268884,1.88195854192559
0.328700400423259,1.79157765013044
0.43637932697311,2.37175473277363
0.309979319572449,1.54391357788639
0.606850180542096,2.99781857420934
0.348765339702368,1.93587092456694
0.999266935978085,5.37572147667316
0.028293645940721,1.07217183508214
0.506205806974322,2.37541616876959
0.349918266292661,1.75503609005814
0.30023322138004,1.69270846203845
0.500214258674532,2.03588146265084
0.162336786510423,1.44687635885689
0.733834295999259,3.83837108560632
0.729328093817458,3.4941504139611
0.162525447783992,1.41098501723006
0.270315689267591,1.78735020814101
0.552590981824324,2.72962680651124
0.230499258264899,1.82940518872547
0.649080950766802,2.80613973993406
0.97257276927121,5.50497443400907
0.676303596002981,4.44752626131998
0.90362838213332,3.85578696618737
0.943224508548155,2.30266122743157
0.905762704322115,3.74597642923537
0.887733232229948,4.66609187653152
0.16966705257073,1.50843618842794
0.105319310212508,1.32074664839099
0.709000789560378,3.28592215894386
0.149589641951025,1.34505899702686
0.458859046921134,2.45763397857423
0.111881842836738,1.30860439867406
0.475015820004046,1.05357875480565
0.528160790912807,1.90411334032002
0.0313998938072473,1.08345878195833
0.395313515327871,2.3072420169253
0.98952327016741,2.58689199445597
0.551373306661844,2.43878175705117
0.519820584915578,3.74178707391269
0.4376562286634,2.42762057421063
0.520425450522453,3.43928824092115
0.0667643332853913,1.18510599477263
0.806458663893864,4.33072717201404
0.787670200224966,3.15065525957546
0.203760253032669,1.42554504357708
0.768496405333281,2.37983045565446
0.275296519044787,1.76579408226381
0.678875338984653,1.46684056699534
0.235246886732057,1.61402715912758
0.157005002954975,1.42954989361442
0.124575117137283,1.32723264414262
0.853878428228199,5.63044235580603
0.397197438403964,2.32076314376061
0.232564214617014,1.55702493563151
0.166252007940784,1.48705397416666
0.0328449062071741,1.08885056333931
0.847146263811737,4.1049378278434
0.231142253149301,1.776267710436
0.521773976739496,1.99434526627433
0.593972084112465,1.49814595801153
0.72635559970513,1.38085467031562
0.269371474161744,1.65573837261123
0.793312398716807,3.87306440749805
0.741392393829301,3.73756973355562
0.0754739576950669,1.23736796155637
0.347444519167766,1.72619093335036
0.489251581020653,2.47620899458384
0.803873727330938,4.90459396129356
0.810033571673557,5.06151678548981
0.340974197490141,2.06926922581939
0.695920207537711,2.04506061067057
0.26171128754504,1.7623454589564
0.874948146520182,4.62753933819195
0.416642334777862,2.05153132323569
0.898237881716341,1.67924894810801
0.618092777207494,2.01592744265552
0.334891862701625,1.51889849487761
0.668468372663483,3.46346003894726
0.0181214411277324,1.04286488250463
0.994104647310451,7.19592108101249
0.276055642869323,1.59473279641021
0.636534272925928,2.0292412392287
0.810772236669436,3.9491672064087
0.964927569264546,5.80268177509167
0.410939866211265,2.00580708546004
0.291086100740358,1.96804205410014
0.775311222765595,2.91266216767886
0.236157063161954,1.81362176718668
0.334736720193177,1.76925291109788
0.275515009649098,1.9907062467083
0.977068189065903,3.62314141144028
0.895507994340733,0.0891984721513075
0.884918595431373,2.35151161372843
0.526073433924466,1.57203686981169
0.947347892215475,4.31618753584863
0.952587352599949,3.27181427189021
0.885957216378301,3.7639973771361
0.215569163672626,1.59704777621008
0.787018368020654,1.61052815736072
0.986404503462836,4.64865616392219
0.503423187183216,3.69174845678171
0.945474164327607,5.21516561985023
0.0816149923484772,1.25288534983751
0.984303341712803,5.76791874917034
0.921476647257805,2.99604753462654
0.753530686255544,2.93386314025267
0.361404724186286,2.703204734294
0.75640635821037,3.64756357562217
0.124562368262559,1.31376401953205
0.16361449030228,1.4725685923029
0.0967282927595079,1.30508802758982
0.122402664041147,1.32040573471744
0.456295363837853,2.43462629253754
0.764501705765724,3.94106460565401
0.416067350888625,2.27165440151593
0.452027033548802,1.89732815707105
