"x","ySkew"
0.4122730481904,4.49253866248085
0.119692943524569,0.786133841642137
0.352493098704144,1.87740851274848
0.595032716868445,4.89369660608037
0.561547748045996,2.26356547666882
0.0952119152061641,1.39819218355866
0.0651429153513163,1.88631669119746
0.450150015996769,2.6789750249503
0.322596341837198,1.02189582362114
0.925394630292431,3.73902055554285
0.354594758711755,0.955500751625807
0.315975717268884,2.36201710024881
0.328700400423259,1.43479825853414
0.43637932697311,2.70738921457696
0.309979319572449,2.18803455509959
0.606850180542096,1.90084718831864
0.348765339702368,1.01308722451783
0.999266935978085,3.25987717439623
0.028293645940721,1.36049588080182
0.506205806974322,2.80628251858688
0.349918266292661,1.24835035893017
0.30023322138004,4.3607284955816
0.500214258674532,1.77889766137096
0.162336786510423,3.01294772384295
0.733834295999259,3.78271352087218
0.729328093817458,3.8119606306927
0.162525447783992,1.90967313100576
0.270315689267591,1.94992832032053
0.552590981824324,2.4305603006946
0.230499258264899,1.26248653225657
0.649080950766802,4.49768943972324
0.97257276927121,3.42596228970658
0.676303596002981,4.11810259126625
0.90362838213332,3.00024638869742
0.943224508548155,3.04971877281947
0.905762704322115,2.52276689394982
0.887733232229948,2.55460419194812
0.16966705257073,2.54490648492082
0.105319310212508,1.38601286407021
0.709000789560378,2.16972145525373
0.149589641951025,0.490761549349412
0.458859046921134,2.12908215261136
0.111881842836738,2.21668893787873
0.475015820004046,2.647764873556
0.528160790912807,2.59039632192765
0.0313998938072473,0.216608878491596
0.395313515327871,3.69614953272736
0.98952327016741,4.94737536657671
0.551373306661844,1.91232484672894
0.519820584915578,3.65374232808112
0.4376562286634,1.34172983832063
0.520425450522453,1.27900648222055
0.0667643332853913,0.896542208799023
0.806458663893864,4.77752708826879
0.787670200224966,2.89857928746257
0.203760253032669,2.14059997897739
0.768496405333281,3.31917465020728
0.275296519044787,0.860317219720164
0.678875338984653,2.19650813428995
0.235246886732057,2.81283408182959
0.157005002954975,0.621892698970404
0.124575117137283,1.20635496682891
0.853878428228199,4.50453676824381
0.397197438403964,2.50969321931418
0.232564214617014,1.24788027501442
0.166252007940784,0.601089046641878
0.0328449062071741,0.184782362346115
0.847146263811737,5.26362758157407
0.231142253149301,0.911867083512945
0.521773976739496,4.33545582358906
0.593972084112465,2.38140066706242
0.72635559970513,2.29124842765929
0.269371474161744,2.36880174449048
0.793312398716807,3.32959716685988
0.741392393829301,2.74065408844021
0.0754739576950669,-0.376692029172963
0.347444519167766,2.7957313998669
0.489251581020653,2.6570995505389
0.803873727330938,2.73223723784315
0.810033571673557,3.60308642323971
0.340974197490141,2.76992615016709
0.695920207537711,2.38531600955217
0.26171128754504,0.920804939985649
0.874948146520182,2.9105178136032
0.416642334777862,1.55042507913419
0.898237881716341,2.80957694275988
0.618092777207494,5.46930839449735
0.334891862701625,1.7818570977556
0.668468372663483,2.64504043214597
0.0181214411277324,0.865644821867506
0.994104647310451,4.34338972706121
0.276055642869323,1.98274107956326
0.636534272925928,2.3020758359992
0.810772236669436,2.97425249237635
0.964927569264546,7.24432435879098
